WB_id	symbol	sequence	live_dead	type	logFC	logCPM	PValue	FDR
36	WBGene00000049	acr-10	R02E12.8	Live	protein_coding_gene	-0.281944823784326	1.02735598387177	0.228583463942322	1
37	WBGene00000050	acr-11	D2092.3	Live	protein_coding_gene	0.0765846639460892	1.52705140942035	0.728431896507336	1
38	WBGene00000051	acr-12	R01E6.4	Live	protein_coding_gene	0.365248120824842	3.14179639772096	0.116785340932236	1
39	WBGene00000053	acr-14	T05C12.2	Live	protein_coding_gene	0.134480126365753	0.587206406447916	0.690203276301014	1
40	WBGene00000054	acr-15	F25G6.4	Live	protein_coding_gene	-0.00853260331688422	3.1499622743955	0.950907389055375	1
41	WBGene00000055	acr-16	F25G6.3	Live	protein_coding_gene	-0.0724919976889143	3.11103064333948	0.632030813487408	1
42	WBGene00000056	acr-17	F53E10.2	Live	protein_coding_gene	-0.11013917848526	1.46191283054122	0.669763690660321	1
43	WBGene00000057	acr-18	F28F8.1	Live	protein_coding_gene	0.109975604602267	2.48591499271124	0.514921148508889	1
44	WBGene00000058	acr-19	C31H5.3	Live	protein_coding_gene	-0.159703429279268	4.13776993901495	0.258522579135825	1
45	WBGene00000059	acr-20	R06A4.10	Live	protein_coding_gene	-0.00389286817264573	3.26960859739533	1	1
46	WBGene00000060	acr-21	F27B3.2	Live	protein_coding_gene	-0.0850157698656282	2.88697680998091	0.613264011417177	1
47	WBGene00000061	lgc-11	F48E3.7	Live	protein_coding_gene	-0.0605722862550581	2.96496485533743	0.71654901556855	1
48	WBGene00000062	acr-23	F59B1.9	Live	protein_coding_gene	0.048833072427898	1.63159448287587	0.872145601974177	1
49	WBGene00000063	act-1	T04C12.6	Live	protein_coding_gene	-0.147731026453102	9.60953466534141	0.173922126079557	1
50	WBGene00000064	act-2	T04C12.5	Live	protein_coding_gene	-0.132650564876051	7.55856311367002	0.323843089775568	1
51	WBGene00000065	act-3	T04C12.4	Live	protein_coding_gene	-0.135484972887815	8.41614426946574	0.244662116280994	1
52	WBGene00000066	act-4	M03F4.2	Live	protein_coding_gene	-0.0519132390111585	10.7420637236655	0.678554553033215	1
53	WBGene00000067	act-5	T25C8.2	Live	protein_coding_gene	-0.0343514381034456	9.22656010192643	0.703097105537537	1
54	WBGene00000068	acy-1	F17C8.1	Live	protein_coding_gene	-0.0377880505166276	6.71130297621441	0.64291977794374	1
55	WBGene00000069	acy-2	C10F3.3	Live	protein_coding_gene	-0.0804553709916591	4.47620342412105	0.511216728513302	1
56	WBGene00000070	acy-3	C44F1.5	Live	protein_coding_gene	-0.136968913471369	6.07999788436783	0.122045927757141	1
57	WBGene00000071	acy-4	T01C2.1	Live	protein_coding_gene	0.076366612806233	4.03295775596321	0.594897704762065	1
58	WBGene00000072	add-1	F39C12.2	Live	protein_coding_gene	-0.17917365787672	4.40486505390005	0.0977047925412202	1
59	WBGene00000073	add-2	F57F5.4	Live	protein_coding_gene	-0.147170311451284	4.20133449026168	0.275788501334341	1
60	WBGene00000074	adm-2	C04A11.4	Live	protein_coding_gene	-0.133395809119135	4.86373865412102	0.410636960276437	1
61	WBGene00000075	adm-4	ZK154.7	Live	protein_coding_gene	0.0266715413351162	3.87716131485886	0.852079347275103	1
62	WBGene00000079	adr-1	H15N14.1	Live	protein_coding_gene	0.0166070231809997	6.6115550801853	0.864230943306877	1
63	WBGene00000080	adr-2	T20H4.4	Live	protein_coding_gene	0.0391408037561716	5.19803003712857	0.666210942728081	1
64	WBGene00000081	ads-1	Y50D7A.7	Live	protein_coding_gene	0.0889532486621887	7.99007409160461	0.337192188494228	1
65	WBGene00000082	adt-1	C02B4.1	Live	protein_coding_gene	0.0057130412143627	4.55091488105217	0.988346670604599	1
66	WBGene00000083	adt-2	F08C6.1	Live	protein_coding_gene	-0.129019673401951	7.24876945857002	0.271983204802984	1
67	WBGene00000084	aex-1	D2030.10	Live	protein_coding_gene	0.172754165105946	3.74593547945832	0.19891914692732	1
68	WBGene00000085	aex-2	T14B1.2	Live	protein_coding_gene	0.135252777268782	3.17776214895691	0.385094279852607	1
69	WBGene00000086	aex-3	C02H7.3	Live	protein_coding_gene	-0.028555123808672	6.047053366245	0.76816994717537	1
70	WBGene00000088	aex-5	F32A7.6	Live	protein_coding_gene	0.0616605628194122	4.42728454136753	0.585683816340339	1
71	WBGene00000089	aex-6	Y87G2A.4	Live	protein_coding_gene	-0.202010770540879	4.38385600127522	0.144567069912076	1
72	WBGene00000090	age-1	B0334.8	Live	protein_coding_gene	0.0945772453974816	5.47799024187776	0.324231389415536	1
73	WBGene00000092	ags-3	F32A6.4	Live	protein_coding_gene	0.0540278024727255	3.6817619151996	0.685204463367127	1
74	WBGene00000093	agt-1	Y62E10A.5	Live	protein_coding_gene	-0.144574577824677	2.44129350685848	0.44576883535189	1
75	WBGene00000094	agt-2	F09E5.13	Live	protein_coding_gene	-0.0182368381797008	1.97859055989309	0.939164930703184	1
76	WBGene00000095	aha-1	C25A1.11	Live	protein_coding_gene	0.0107005402541265	5.39617031775038	0.928531994381829	1
77	WBGene00000096	ahr-1	C41G7.5	Live	protein_coding_gene	-0.169179704338983	2.66886862853194	0.429345451068149	1
78	WBGene00000097	aip-1	F58E10.4	Live	protein_coding_gene	0.0130468686005861	4.7470198010695	0.941657313926427	1
79	WBGene00000098	air-1	K07C11.2	Live	protein_coding_gene	-0.209703000743702	4.34189539904599	0.119545872991186	1
80	WBGene00000099	air-2	B0207.4	Live	protein_coding_gene	-0.130043180408631	3.47922500885639	0.451522034697375	1
81	WBGene00000100	ajm-1	C25A11.4	Live	protein_coding_gene	0.0663216352980781	8.89122287048155	0.512765795398845	1
82	WBGene00000101	aka-1	D1022.7	Live	protein_coding_gene	0.0465936404356858	6.88237947262054	0.5975505271603	1
83	WBGene00000102	akt-1	C12D8.10	Live	protein_coding_gene	-0.00410834471050213	7.52214111624331	0.971814690520968	1
84	WBGene00000103	akt-2	F28H6.1	Live	protein_coding_gene	0.0747642895237303	6.04141871066405	0.500143680172009	1
85	WBGene00000105	alg-1	F48F7.1	Live	protein_coding_gene	0.0219346513521211	8.76172734131328	0.819076817169962	1
86	WBGene00000106	alg-2	T07D3.7	Live	protein_coding_gene	-0.0791809739589427	6.26534290449836	0.466602132905418	1
87	WBGene00000107	alh-1	F54D8.3	Live	protein_coding_gene	0.30290028140485	10.2993011015582	0.0189625624148202	0.8382154904477
88	WBGene00000108	alh-2	K04F1.15	Live	protein_coding_gene	0.420656165731642	1.73890338221003	0.561355039266783	1
89	WBGene00000109	alh-3	F36H1.6	Live	protein_coding_gene	0.116135695639554	7.33276984430356	0.377068468388184	1
90	WBGene00000110	alh-4	T05H4.13	Live	protein_coding_gene	-0.112611845129193	7.35810554369129	0.232269507335342	1
91	WBGene00000111	alh-5	T08B1.3	Live	protein_coding_gene	-0.207579598246224	6.06688146169688	0.0456008388444093	1
92	WBGene00000112	alh-6	F56D12.1	Live	protein_coding_gene	-0.113753655285984	6.499785250036	0.208982286702041	1
93	WBGene00000113	alh-7	F45H10.1	Live	protein_coding_gene	-0.323681097757779	5.92143001913244	0.0536982468981394	1
94	WBGene00000114	alh-8	F13D12.4	Live	protein_coding_gene	0.248318142829264	11.2599405517958	0.0341171311116152	1
95	WBGene00000115	alh-9	F01F1.6	Live	protein_coding_gene	-0.183622160468286	6.73972844410977	0.164493390938871	1
96	WBGene00000116	alh-10	C54D1.4	Live	protein_coding_gene	-0.0788808065183588	3.72187785071027	0.627087827565367	1
97	WBGene00000117	alh-11	F42G9.5	Live	protein_coding_gene	-0.0604231958264886	6.09045969404518	0.523128120278003	1
98	WBGene00000118	alh-12	Y69F12A.2	Live	protein_coding_gene	0.105041132144058	7.78760992137155	0.301853532600014	1
99	WBGene00000120	aly-1	C01F6.5	Live	protein_coding_gene	-0.0351192864835753	5.28125302661596	0.857676790031516	1
100	WBGene00000121	aly-2	F23B2.6	Live	protein_coding_gene	-0.0914843739781137	4.87395325033259	0.583271405729261	1
101	WBGene00000122	aly-3	M18.7	Live	protein_coding_gene	-0.0155681171979227	7.57460138297974	0.860022152704815	1
102	WBGene00000123	ama-1	F36A4.7	Live	protein_coding_gene	0.0329321222041058	7.62498943887561	0.86473610965727	1
103	WBGene00000133	amt-1	C05E11.4	Live	protein_coding_gene	-0.0132531661514588	2.96567983048926	0.963388225845184	1
104	WBGene00000134	amt-2	F49E11.3	Live	protein_coding_gene	-0.102223521622475	2.81274330781668	0.511356868691671	1
105	WBGene00000135	amt-3	M195.3	Live	protein_coding_gene	-0.096449909681994	4.29986686704829	0.4073559285658	1
106	WBGene00000136	amt-4	C05E11.5	Live	protein_coding_gene	-0.240770834105914	4.8317220365512	0.110165377739513	1
107	WBGene00000137	amx-1	R13G10.2	Live	protein_coding_gene	0.07309936820261	4.8280206918764	0.521063031967186	1
108	WBGene00000138	amx-2	B0019.1	Live	protein_coding_gene	-0.0146856920058444	4.78549802113385	0.910366372617209	1
109	WBGene00000139	amx-3	F25C8.2	Live	protein_coding_gene	-0.205620734859518	2.49442699209652	0.286410924171069	1
110	WBGene00000140	anc-1	ZK973.6	Live	protein_coding_gene	0.0227794719294168	7.58879304434814	0.903023523613537	1
111	WBGene00000142	aos-1	C08B6.9	Live	protein_coding_gene	-0.0227994671425078	4.92833170350686	0.824247282431242	1
112	WBGene00000143	apc-2	K06H7.6	Live	protein_coding_gene	0.160835841280311	4.05426085209825	0.191100779160123	1
113	WBGene00000144	apc-10	F15H10.3	Live	protein_coding_gene	0.739608469726842	0.514012002182135	0.00849421089817696	0.63693240043817
114	WBGene00000145	apc-11	F35G12.9	Live	protein_coding_gene	-0.148444994804483	3.28601156691088	0.273559011799128	1
115	WBGene00000146	ape-1	F46F3.4	Live	protein_coding_gene	-0.0745287542668462	7.2924950708525	0.412431569012369	1
116	WBGene00000147	aph-1	VF36H2L.1	Live	protein_coding_gene	-0.0284816127668997	4.10838404513688	0.813651448811159	1
117	WBGene00000148	aph-2	ZC434.6	Live	protein_coding_gene	0.0836372938012818	4.4684336998598	0.443359913339271	1
118	WBGene00000149	apl-1	C42D8.8	Live	protein_coding_gene	0.0736307738573594	9.50287257322229	0.419912775256777	1
119	WBGene00000150	apm-1	F55A12.7	Live	protein_coding_gene	0.0614045482029629	6.21163691926901	0.489715356819942	1
120	WBGene00000151	apn-1	T05H10.2	Live	protein_coding_gene	0.159247804698042	5.25539924876764	0.133589728542087	1
121	WBGene00000155	app-1	W03G9.4	Live	protein_coding_gene	0.0587024132374812	5.92193473687199	0.55661625756093	1
122	WBGene00000156	1-Apr	K04G2.8	Live	protein_coding_gene	-0.04406717580362	6.29784863696436	0.667990399834824	1
123	WBGene00000157	aps-2	F02E8.3	Live	protein_coding_gene	-0.00340359913774272	3.99590673123796	0.958729227737013	1
124	WBGene00000158	apg-1	Y105E8A.9	Live	protein_coding_gene	-0.0164952800675797	6.42540962232959	0.857342099322117	1
125	WBGene00000159	aps-1	F29G9.3	Live	protein_coding_gene	-0.0519407820663978	4.63574987919086	0.631871916183443	1
126	WBGene00000160	apb-1	Y71H2B.10	Live	protein_coding_gene	-0.0817053170957767	6.74508949114808	0.438733383786271	1
127	WBGene00000161	apa-2	T20B5.1	Live	protein_coding_gene	-0.102439635551982	7.32156025736796	0.257024189157538	1
128	WBGene00000162	apd-3	W09G10.4	Live	protein_coding_gene	-0.10954437757432	5.60018096460269	0.236303052613216	1
129	WBGene00000163	apb-3	R11A5.1	Live	protein_coding_gene	0.0316437163366804	6.65814910651546	0.709198970826659	1
130	WBGene00000164	apm-3	F53H8.1	Live	protein_coding_gene	-0.159242670665665	4.01049206405369	0.224103965115219	1
131	WBGene00000165	aps-3	Y48G8AL.14	Live	protein_coding_gene	-0.41009193388706	4.04592696963952	0.2005173318703	1
132	WBGene00000166	apt-9	W04G3.4	Live	protein_coding_gene	0.0608040281505988	3.93274743590537	0.614005053460843	1
133	WBGene00000168	apx-1	K08D9.3	Live	protein_coding_gene	0.216450033505745	2.297715173335	0.437689365530703	1
134	WBGene00000169	aqp-1	F32A5.5	Live	protein_coding_gene	-0.0285872395372446	8.92532095896374	0.843264242909789	1
135	WBGene00000170	aqp-2	C01G6.1	Live	protein_coding_gene	-0.0660202634963394	8.57703378232032	0.448982739881085	1
136	WBGene00000172	aqp-4	F40F9.9	Live	protein_coding_gene	0.0836558389954595	4.1094706403206	0.576484638694587	1
137	WBGene00000173	aqp-5	C35A5.1	Live	protein_coding_gene	0.0876071038226342	1.91095017103107	0.689483514002951	1
138	WBGene00000174	aqp-6	C32C4.2	Live	protein_coding_gene	-0.102379843326078	2.79586504087002	0.599786614759286	1
139	WBGene00000175	aqp-7	M02F4.8	Live	protein_coding_gene	-0.0332537943655045	8.56472125402219	0.667823682652714	1
140	WBGene00000176	aqp-8	K02G10.7	Live	protein_coding_gene	0.160729191254482	4.78420180303395	0.304341781191597	1
141	WBGene00000177	aqp-9	K07A1.16	Live	protein_coding_gene	-0.0925731662777538	3.10277019690147	0.555271283227249	1
142	WBGene00000178	aqp-10	ZK1321.3	Live	protein_coding_gene	-0.00532365385861059	5.84713262198417	0.950974066335181	1
143	WBGene00000179	aqp-11	ZK525.2	Live	protein_coding_gene	0.0861516987157323	4.48174456032594	0.455155901869672	1
144	WBGene00000180	arc-1	ZK1320.6	Live	protein_coding_gene	0.056322198058709	5.72458485517747	0.529357636209802	1
145	WBGene00000181	ard-1	F01G4.2	Live	protein_coding_gene	-0.0149508981609123	6.03079597994069	0.875887417441504	1
146	WBGene00000182	arf-1.2	B0336.2	Live	protein_coding_gene	-0.0449659060401954	8.82038071962015	0.568980731652553	1
147	WBGene00000183	arf-3	F57H12.1	Live	protein_coding_gene	-0.0457963741175529	7.95148995809442	0.588562284192913	1
148	WBGene00000184	arf-6	Y116A8C.12	Live	protein_coding_gene	0.0686151126833588	4.3258703331999	0.587753417369702	1
149	WBGene00000186	ark-1	C01C7.1	Live	protein_coding_gene	-0.0753174929738147	6.12176753386834	0.38470700137455	1
150	WBGene00000187	arl-1	F54C9.10	Live	protein_coding_gene	0.0143582220809883	5.43395267945744	0.910619285822418	1
151	WBGene00000188	arl-3	F19H8.3	Live	protein_coding_gene	0.0485785200723871	4.35630137006154	0.740886347806939	1
152	WBGene00000189	arl-5	ZK632.8	Live	protein_coding_gene	-0.0144866208229629	3.16337823966845	0.942987087654046	1
153	WBGene00000190	arf-1.1	F45E4.1	Live	protein_coding_gene	0.00218123883089268	0.98220721866912	1	1
154	WBGene00000192	arl-8	Y57G11C.13	Live	protein_coding_gene	-0.0612231390339005	6.58879500983174	0.505176081455988	1
155	WBGene00000193	arl-6	C38D4.8	Live	protein_coding_gene	-0.0272938464295527	2.04443383413244	0.930834418477069	1
156	WBGene00000195	arr-1	F53H8.2	Live	protein_coding_gene	-0.0296025201035324	4.51509138335853	0.788069446390681	1
157	WBGene00000196	aars-1	W02B12.6	Live	protein_coding_gene	-0.0531682840586724	5.05680783831139	0.57666066860467	1
158	WBGene00000197	aars-2	F28H1.3	Live	protein_coding_gene	0.129461644331953	7.99928982618084	0.51497995306272	1
159	WBGene00000198	art-1	C15F1.6	Live	protein_coding_gene	0.0568466730577182	7.37701647749446	0.599096961257641	1
160	WBGene00000199	arx-1	Y71F9AL.16	Live	protein_coding_gene	-0.0178011099646675	6.32354949319276	0.857990471553567	1
161	WBGene00000200	arx-2	K07C5.1	Live	protein_coding_gene	0.106774634361605	6.50215748725383	0.242823242672265	1
162	WBGene00000201	arx-3	Y79H2A.6	Live	protein_coding_gene	-0.0287350147948409	5.72489550919317	0.760809363806525	1
163	WBGene00000202	exos-4.2	Y6D11A.1	Live	protein_coding_gene	-0.0549078618174595	4.39947643453619	0.765398055741783	1
164	WBGene00000203	arx-5	Y37D8A.1	Live	protein_coding_gene	0.00467840872783404	4.5175597546426	0.968978382165994	1
165	WBGene00000204	arx-6	C35D10.16	Live	protein_coding_gene	-0.0457721580267463	5.39255614406527	0.650208643153802	1
166	WBGene00000205	arx-7	M01B12.3	Live	protein_coding_gene	0.055303162877435	4.39256602320877	0.679779689897082	1
167	WBGene00000206	asb-1	F35G12.10	Live	protein_coding_gene	-0.0493002674325479	4.68430513406277	0.700127824124683	1
168	WBGene00000207	asb-2	F02E8.1	Live	protein_coding_gene	0.0216377544430017	9.82834033528489	0.835000622686498	1
169	WBGene00000208	trip-4	Y53F4B.15	Live	protein_coding_gene	0.100465314720616	5.01911054025953	0.498341827598508	1
170	WBGene00000209	asg-1	K07A12.3	Live	protein_coding_gene	-0.0563184815882843	5.98048707056413	0.561911680109798	1
171	WBGene00000210	asg-2	C53B7.4	Live	protein_coding_gene	-0.0153951134109057	6.97508763384574	0.905528198848883	1
172	WBGene00000211	asm-1	B0252.2	Live	protein_coding_gene	0.0737676931105867	2.79330710213395	0.717694447521904	1
173	WBGene00000212	asm-2	ZK455.4	Live	protein_coding_gene	0.683620507679339	4.71855214319996	0.0113597042396664	0.727493331662836
174	WBGene00000213	asm-3	W03G1.7	Live	protein_coding_gene	0.336820937430771	2.09571724721089	0.385112492426679	1
175	WBGene00000214	asp-1	Y39B6A.20	Live	protein_coding_gene	0.127201943099176	12.1381717859109	0.327104399726413	1
176	WBGene00000215	asp-2	T18H9.2	Live	protein_coding_gene	0.149296790390531	8.98146625901676	0.185800158221142	1
177	WBGene00000216	asp-3	H22K11.1	Live	protein_coding_gene	0.318496086810747	10.4608266951137	0.010716058904676	0.717174745947524
178	WBGene00000217	asp-4	R12H7.2	Live	protein_coding_gene	0.256550707602258	7.79575264325628	0.00726394854357169	0.597898109431229
179	WBGene00000218	asp-5	F21F8.3	Live	protein_coding_gene	0.310728229945971	10.0964783360202	0.015248220142578	0.782741967319006
180	WBGene00000219	asp-6	F21F8.7	Live	protein_coding_gene	0.380829107671017	11.3473060847801	0.00257302076741083	0.347604286636254
181	WBGene00000220	atf-2	K08F8.2	Live	protein_coding_gene	0.336247000453	4.55889132567499	0.532107120522481	1
182	WBGene00000221	atf-4	T04C10.4	Live	protein_coding_gene	0.0423868619765222	7.04332816244003	0.657511749135838	1
183	WBGene00000222	atf-6	F45E6.2	Live	protein_coding_gene	-0.0936747704864613	5.46456638076473	0.346014765732669	1
184	WBGene00000223	atf-7	C07G2.2	Live	protein_coding_gene	-0.014901661206975	8.62478285945605	0.879210982217433	1
185	WBGene00000224	atgp-1	F26D10.9	Live	protein_coding_gene	0.120353299386096	7.14737544000509	0.133437357131831	1
186	WBGene00000225	atgp-2	C38C6.2	Live	protein_coding_gene	-0.147862189459964	6.23092717696916	0.151045833959901	1
187	WBGene00000226	atl-1	T06E4.3	Live	protein_coding_gene	0.0527710235236107	6.77533980575264	0.547997723921299	1
188	WBGene00000227	atm-1	Y48G1BL.2	Live	protein_coding_gene	-0.0569363555766402	5.29730127439899	0.607112950737387	1
189	WBGene00000228	atn-1	W04D2.1	Live	protein_coding_gene	-0.112931467061701	7.98405561555094	0.24357379338319	1
190	WBGene00000229	atp-2	C34E10.6	Live	protein_coding_gene	0.0687086314346889	12.0785912249873	0.547175595835326	1
191	WBGene00000230	atp-3	F27C1.7	Live	protein_coding_gene	0.0302200109087351	9.88819960415606	0.768927024485594	1
192	WBGene00000231	atx-2	D2045.1	Live	protein_coding_gene	-0.098620393981209	7.37516342519521	0.330334534220301	1
193	WBGene00000232	avr-14	B0207.12	Live	protein_coding_gene	-0.0413411853703974	4.49877371060701	0.73223769757905	1
194	WBGene00000233	avr-15	R11G10.1	Live	protein_coding_gene	0.107815548304658	6.05375027394453	0.296031769461519	1
195	WBGene00000235	baf-1	B0464.7	Live	protein_coding_gene	-0.0108969953811776	5.90786986959445	0.954467952049594	1
196	WBGene00000236	bag-1	F57B10.11	Live	protein_coding_gene	-0.116216303493993	4.25354256494216	0.380308927281715	1
197	WBGene00000237	bam-2	Y71F9AR.1	Live	protein_coding_gene	0.0127772267554906	6.32954817393857	0.898004190118221	1
198	WBGene00000238	bar-1	C54D1.6	Live	protein_coding_gene	-0.119197153064644	4.51154642507583	0.279100058839688	1
199	WBGene00000239	bas-1	C05D2.4	Live	protein_coding_gene	-0.0813393514080336	5.2192594405189	0.521789192565949	1
200	WBGene00000240	pah-1	K08F8.4	Live	protein_coding_gene	0.0008048411858351	5.35701010525836	0.999191470462457	1
201	WBGene00000241	bbs-1	Y105E8A.5	Live	protein_coding_gene	0.0625695625466433	3.04633928143313	0.684306629739679	1
202	WBGene00000242	bbs-2	F20D12.3	Live	protein_coding_gene	-0.0709613580150245	2.9369068717107	0.69701201139574	1
203	WBGene00000244	bbs-8	T25F10.5	Live	protein_coding_gene	-0.0651310584872792	4.0043854770321	0.581057797945792	1
204	WBGene00000245	bca-1	T13C5.5	Live	protein_coding_gene	-0.0643834393714608	5.68848660728653	0.591158145338158	1
205	WBGene00000246	bcc-1	M7.3	Live	protein_coding_gene	0.00114129321919258	2.76527400085594	1	1
206	WBGene00000247	bec-1	T19E7.3	Live	protein_coding_gene	-0.0766888737531266	4.06543554268718	0.674626526421183	1
207	WBGene00000248	ben-1	C54C6.2	Live	protein_coding_gene	-0.0179428745656902	6.38868359341967	0.869731647814137	1
208	WBGene00000249	bir-1	T27F2.3	Live	protein_coding_gene	-0.0324198976883209	4.65444673124465	0.751946822553439	1
209	WBGene00000250	bir-2	C50B8.2	Live	protein_coding_gene	-0.0628926200781117	1.721040828973	0.8445549887757	1
210	WBGene00000251	bli-1	C09G5.6	Live	protein_coding_gene	-0.764146818086767	0.442441013816595	0.0824839860113626	1
211	WBGene00000253	bli-3	F56C11.1	Live	protein_coding_gene	0.0774024456073109	6.08320076161704	0.47013014079174	1
212	WBGene00000254	bli-4	K04F10.4	Live	protein_coding_gene	-0.0118870159151947	8.0724426280888	0.896812775246397	1
213	WBGene00000257	bmk-1	F23B12.8	Live	protein_coding_gene	0.0201836934235199	5.3976730085775	0.889192953887922	1
214	WBGene00000259	bpl-1	F13H8.10	Live	protein_coding_gene	0.00644292611970363	5.68605259614163	0.952858649259548	1
215	WBGene00000262	bra-1	F54B11.6	Live	protein_coding_gene	0.096382801013714	3.71590307378922	0.436244846863558	1
216	WBGene00000263		F23H11.5	Live	protein_coding_gene	-0.107690718730165	8.22741242530018	0.297309856939944	1
217	WBGene00000264	brc-1	C36A4.8	Live	protein_coding_gene	-0.11550154817007	2.29742009455293	0.584002641521379	1
218	WBGene00000265	brd-1	K04C2.4	Live	protein_coding_gene	-0.145731444402299	2.50712311167406	0.488816386990149	1
219	WBGene00000266	bre-1	C53B4.7	Live	protein_coding_gene	0.0779759207808364	6.3299273152538	0.392387174209589	1
220	WBGene00000267	bre-2	Y39E4B.9	Live	protein_coding_gene	0.0904044811247375	2.65817485829196	0.604131795953794	1
221	WBGene00000268	bre-3	B0464.4	Live	protein_coding_gene	0.00385335107168359	5.89780748694131	0.965521819848828	1
222	WBGene00000269	bre-4	Y73E7A.7	Live	protein_coding_gene	0.0868888283263645	3.30048336979178	0.515441122079637	1
223	WBGene00000270	bre-5	T12G3.8	Live	protein_coding_gene	0.127719024640303	2.73052754139305	0.460725538292124	1
224	WBGene00000271	brf-1	F45E12.2	Live	protein_coding_gene	0.0779603181913939	5.55913511060658	0.391859433351434	1
225	WBGene00000272	bro-1	F56A3.5	Live	protein_coding_gene	0.210323129373225	1.51236159951244	0.633390763816802	1
226	WBGene00000273	brp-1	Y79H2A.1	Live	protein_coding_gene	0.0891144651559186	8.87689407761003	0.327114724799418	1
